Billing Document,Item,Billing Type,Billing Date,Billing Qty in SKU,Material,Item Description,Material Group,Assignment
60000001,10,ZF2,9/13/2024,3250,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000001
60000002,10,ZF2,9/13/2024,500,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000002
60000002,20,ZF2,9/13/2024,1000,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000002
60000002,30,ZF2,9/13/2024,1000,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000002
60000002,40,ZF2,9/13/2024,1000,34000024,BENEFEED C Broiler Counter CRB-50 Kg,FPBF01,60000002
60000002,50,ZF2,9/13/2024,8500,34000055,ULTRAFEED P Brlr Brdr Layer Ph3 Pellet50,FPBF03,60000002
60000002,60,ZF2,9/13/2024,400,34000066,COMFEED P Broiler Conc 10% Mash50,FPBF01,60000002
60000002,70,ZF2,9/13/2024,250,34000073,COMFEED P Broiler Pre-Starter 5% Premix,FPBF01,60000002
60000002,80,ZF2,9/13/2024,250,34000075,COMFEED P Broiler Finisher 5% Premix,FPBF01,60000002
60000002,90,ZF2,9/13/2024,1100,34000076,COMFEED P Layer Starter CRB50,FPLF01,60000002
60000002,100,ZF2,9/13/2024,2500,34000093,BENEFEED P Layer Layer Ph1 CRB50,FPLF01,60000002
60000002,110,ZF2,9/13/2024,4500,34000109,COMFEED P Layer Grwr Con 40% CRB50,FPLF01,60000002
60000002,120,ZF2,9/13/2024,19750,34000117,BENEFEED C Deshi Starter CRB50,FPDF01,60000002
60000003,10,ZF2,9/13/2024,500,34000076,COMFEED P Layer Starter CRB50,FPLF01,60000003
60000004,10,ZF2,9/13/2024,50,34000076,COMFEED P Layer Starter CRB50,FPLF01,60000004
60000005,10,ZF2,9/13/2024,50,34000076,COMFEED P Layer Starter CRB50,FPLF01,60000005
60000006,10,ZF2,9/13/2024,50,34000076,COMFEED P Layer Starter CRB50,FPLF01,60000006
60000009,10,ZF2,9/15/2024,250,34000122,BENEFEED C Deshi Ds Conc 35% CRB50,FPLF01,60000009
60000010,10,ZF2,9/15/2024,1000,34000122,BENEFEED C Deshi Ds Conc 35% CRB50,FPLF01,60000010
60000011,10,ZF2,9/15/2024,1000,34000122,BENEFEED C Deshi Ds Conc 35% CRB50,FPLF01,60000011
60000015,10,ZF2,9/19/2024,3000,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000015
60000016,10,ZF2,9/19/2024,5000,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000016
60000016,20,ZF2,9/19/2024,5000,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000016
60000016,30,ZF2,9/19/2024,5000,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000016
60000016,40,ZF2,9/19/2024,5000,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000016
60000017,10,ZF2,9/19/2024,500,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000017
60000017,20,ZF2,9/19/2024,50,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000017
60000018,10,ZF2,9/19/2024,500,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000018
60000018,20,ZF2,9/19/2024,500,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000018
60000018,30,ZF2,9/19/2024,500,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000018
60000018,40,ZF2,9/19/2024,500,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000018
60000019,10,ZF2,9/20/2024,500,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000019
60000019,20,ZF2,9/20/2024,500,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000019
60000021,10,ZF2,9/20/2024,500,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000021
60000021,30,ZF2,9/20/2024,500,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000021
60000022,20,ZF2,9/20/2024,500,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000022
60000022,30,ZF2,9/20/2024,500,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000022
60000022,40,ZF2,9/20/2024,500,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000022
60000023,20,ZF2,9/20/2024,500,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000023
60000023,40,ZF2,9/20/2024,500,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000023
60000041,10,ZF2,9/21/2024,2400,34000007A,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000041
60000041,20,ZF2,9/21/2024,550,34000035A,BENEFEED P Broiler Pre-Starter CRB50,FPBF01,60000041
60000042,10,ZF2,9/21/2024,1000,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000042
60000047,30,ZF2,9/21/2024,650,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000047
60000048,10,ZF2,9/21/2024,2000,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000048
60000049,10,ZF2,9/21/2024,2500,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000049
60000049,20,ZF2,9/21/2024,13500,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000049
60000061,10,ZF2,9/22/2024,1250,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000061
60000097,10,ZF2,9/23/2024,37500,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000097
60000098,10,ZF2,9/23/2024,2500,34000035A,BENEFEED P Broiler Pre-Starter CRB50,FPBF01,60000098
60000099,10,ZF2,9/23/2024,50,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000099
60000099,20,ZF2,9/23/2024,50,34000073,COMFEED P Broiler Pre-Starter 5% Premix,FPBF01,60000099
60000099,30,ZF2,9/23/2024,50,34000075,COMFEED P Broiler Finisher 5% Premix,FPBF01,60000099
60000099,40,ZF2,9/23/2024,50,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000099
60000099,50,ZF2,9/23/2024,50,34000074,COMFEED P Broiler Starter 5% Premix,FPBF01,60000099
60000099,60,ZF2,9/23/2024,50,34000008C,COMFEED P Broiler Starter CRB50,FPBF01,60000099
60000099,70,ZF2,9/23/2024,50,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000099
60000100,10,ZF2,9/23/2024,1500,34000007A,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000100
60000101,10,ZF2,9/23/2024,2000,34000007A,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000101
60000102,10,ZF2,9/23/2024,1750,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000102
60000103,10,ZF2,9/23/2024,1200,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000103
60000104,10,ZF2,9/21/2024,750,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000104
60000105,10,ZF2,9/21/2024,2000,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000105
60000105,20,ZF2,9/21/2024,20000,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000105
60000105,30,ZF2,9/21/2024,2000,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000105
60000106,10,ZF2,9/21/2024,2000,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000106
60000106,11,ZF2,9/21/2024,500,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000106
60000106,20,ZF2,9/21/2024,24500,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000106
60000106,21,ZF2,9/21/2024,500,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000106
60000106,30,ZF2,9/21/2024,2000,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000106
60000106,31,ZF2,9/21/2024,500,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000106
60000107,10,ZF2,9/21/2024,1250,34000035A,BENEFEED P Broiler Pre-Starter CRB50,FPBF01,60000107
60000108,10,ZF2,9/23/2024,5000,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000108
60000108,20,ZF2,9/23/2024,45000,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000108
60000108,30,ZF2,9/23/2024,2400,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000108
60000108,40,ZF2,9/23/2024,3550,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000108
60000109,10,ZF2,9/23/2024,1000,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000109
60000109,20,ZF2,9/23/2024,1000,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000109
60000109,30,ZF2,9/23/2024,2000,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000109
60000110,10,ZF2,9/23/2024,2750,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000110
60000110,20,ZF2,9/23/2024,6000,34000035,BENEFEED P Broiler Pre-Starter CRB50,FPBF01,60000110
60000111,20,ZF2,9/23/2024,500,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000111
60000111,30,ZF2,9/23/2024,500,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000111
60000117,10,ZF2,9/23/2024,7400,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000117
60000118,10,ZF2,9/23/2024,8500,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000118
60000119,10,ZF2,9/23/2024,150,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000119
60000128,10,ZF2,9/24/2024,1500,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000128
60000129,10,ZF2,9/24/2024,10000,34000094,BENEFEED P Layer Layer Ph2 CRB50,FPLF01,60000129
60000130,10,ZF2,9/24/2024,10000,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000130
60000131,10,ZF2,9/24/2024,5000,34000093,BENEFEED P Layer Layer Ph1 CRB50,FPLF01,60000131
60000133,10,ZF2,9/24/2024,10050,34000093,BENEFEED P Layer Layer Ph1 CRB50,FPLF01,60000133
60000150,10,ZF2,9/24/2024,2000,34000001C,COMFEED C Broiler Starter CRB50 CT,FPBF01,60000150
60000151,10,ZF2,9/24/2024,1000,34000002C,COMFEED C Broiler Finsher Pellet50 CT,FPBF01,60000151
60000152,10,ZF2,9/24/2024,1000,34000001C,COMFEED C Broiler Starter CRB50 CT,FPBF01,60000152
60000153,10,ZF2,9/24/2024,400,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000153
60000154,20,ZF2,9/24/2024,250,34000094,BENEFEED P Layer Layer Ph2 CRB50,FPLF01,60000154
60000154,30,ZF2,9/24/2024,250,34000077,COMFEED P Layer Grower CRB50,FPLF01,60000154
60000155,10,ZF2,9/24/2024,1000,34000001C,COMFEED C Broiler Starter CRB50 CT,FPBF01,60000155
60000155,20,ZF2,9/24/2024,250,34000093,BENEFEED P Layer Layer Ph1 CRB50,FPLF01,60000155
60000155,30,ZF2,9/24/2024,250,34000024,BENEFEED C Broiler Counter CRB-50 Kg,FPBF01,60000155
60000156,10,ZF2,9/23/2024,200,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000156
60000157,10,ZF2,9/25/2024,5000,34000142,STP SF ADULT FISH 26/5 PELLET50kg,FPFF01,60000157
60000157,20,ZF2,9/25/2024,5000,34000145,STP SF ADULT FISH 20/4 PELLET50kg,FPFF01,60000157
60000158,10,ZF2,9/25/2024,2500,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000158
60000161,10,ZF2,9/25/2024,50,34000093,BENEFEED P Layer Layer Ph1 CRB50,FPLF01,60000161
60000161,20,ZF2,9/25/2024,50,34000077,COMFEED P Layer Grower CRB50,FPLF01,60000161
60000161,30,ZF2,9/25/2024,50,34000008A,COMFEED P Broiler Starter CRB50,FPBF01,60000161
60000161,100,ZF2,9/25/2024,50,34000118,BENEFEED C Deshi Finsher CRB50,FPDF01,60000161
60000175,10,ZF2,9/25/2024,50,34000183,COMFEED C PIG FEED PELLET 50 KG,FPPF01,60000175
60000180,30,ZF2,9/25/2024,100,34000182,BENEFEED C PIG FEED PELLET 50 KG,FPPF01,60000180
60000181,10,ZF2,9/25/2024,250,34000130,ULTRAFEED S CALF STARTER PELLET 25 KG,FPCF01,60000181
60000181,20,ZF2,9/25/2024,500,34000131,ULTRAFEED S CALF GROWER PELLET 50 KG,FPCF01,60000181
60000181,30,ZF2,9/25/2024,500,34000132,ULTRAFEED S HEIFER FEED PELLET 50 KG,FPCF01,60000181
60000181,40,ZF2,9/25/2024,500,34000133,ULTRAFEED S TRANSITION FEED PELLET 50 KG,FPCF01,60000181
60000181,50,ZF2,9/25/2024,500,34000134,ULTRAFEED S CATTLE FEED PELLET 50 KG,FPCF01,60000181
60000181,60,ZF2,9/25/2024,500,34000135,COMFEED P CATTLE FEED PELLET 50 KG,FPCF01,60000181
60000181,70,ZF2,9/25/2024,500,34000136,BENEFEED P CATTLE FEED PELLET 50 KG,FPCF01,60000181
60000181,80,ZF2,9/25/2024,500,34000137,BENEFEED C DAIRY SPECIAL PELLET 50 KG,FPCF01,60000181
60000181,90,ZF2,9/25/2024,590,34000138,BENEFEED P CATTLE FEED PELLET 59 KG,FPCF01,60000181
60000182,10,ZF2,9/25/2024,250,34000130,ULTRAFEED S CALF STARTER PELLET 25 KG,FPCF01,60000182
60000183,10,ZF2,9/25/2024,250,34000130,ULTRAFEED S CALF STARTER PELLET 25 KG,FPCF01,60000183
60000183,20,ZF2,9/25/2024,500,34000131,ULTRAFEED S CALF GROWER PELLET 50 KG,FPCF01,60000183
60000183,30,ZF2,9/25/2024,500,34000132,ULTRAFEED S HEIFER FEED PELLET 50 KG,FPCF01,60000183
60000183,40,ZF2,9/25/2024,500,34000133,ULTRAFEED S TRANSITION FEED PELLET 50 KG,FPCF01,60000183
60000183,50,ZF2,9/25/2024,500,34000134,ULTRAFEED S CATTLE FEED PELLET 50 KG,FPCF01,60000183
60000183,60,ZF2,9/25/2024,500,34000135,COMFEED P CATTLE FEED PELLET 50 KG,FPCF01,60000183
60000183,70,ZF2,9/25/2024,500,34000136,BENEFEED P CATTLE FEED PELLET 50 KG,FPCF01,60000183
60000184,10,ZF2,9/25/2024,500,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000184
60000184,20,ZF2,9/25/2024,500,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000184
60000184,30,ZF2,9/25/2024,500,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000184
60000184,40,ZF2,9/25/2024,500,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000184
60000185,10,ZF2,9/25/2024,500,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000185
60000185,20,ZF2,9/25/2024,500,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000185
60000185,30,ZF2,9/25/2024,500,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000185
60000185,40,ZF2,9/25/2024,500,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000185
60000196,20,ZF2,9/26/2024,500,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000196
60000196,30,ZF2,9/26/2024,500,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000196
60000196,40,ZF2,9/26/2024,500,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000196
60000215,10,ZF2,9/26/2024,250,34000135,COMFEED P CATTLE FEED PELLET 50 KG,FPCF01,60000215
60000215,20,ZF2,9/26/2024,250,34000136,BENEFEED P CATTLE FEED PELLET 50 KG,FPCF01,60000215
60000215,30,ZF2,9/26/2024,100,34000137,BENEFEED C DAIRY SPECIAL PELLET 50 KG,FPCF01,60000215
60000217,10,ZF2,9/26/2024,250,34000135,COMFEED P CATTLE FEED PELLET 50 KG,FPCF01,60000217
60000217,20,ZF2,9/26/2024,250,34000136,BENEFEED P CATTLE FEED PELLET 50 KG,FPCF01,60000217
60000217,30,ZF2,9/26/2024,100,34000137,BENEFEED C DAIRY SPECIAL PELLET 50 KG,FPCF01,60000217
60000316,10,ZF2,9/26/2024,150,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000316
60000317,10,ZF2,9/27/2024,500,34000093,BENEFEED P Layer Layer Ph1 CRB50,FPLF01,60000317
60000366,10,ZF2,9/27/2024,500,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000366
60000366,20,ZF2,9/27/2024,500,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000366
60000366,30,ZF2,9/27/2024,500,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000366
60000366,40,ZF2,9/27/2024,500,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000366
60000424,10,ZF2,9/30/2024,50,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000424
60000427,10,ZF2,9/30/2024,500,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000427
60000432,10,ZF2,02/10/2024,500,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000432
60000452,10,ZF2,04/10/2024,500,34000030,COMFEED P BR Finisher Semi Pellet50,FPBF01,60000452
60000453,10,ZF2,04/10/2024,500,34000030,COMFEED P BR Finisher Semi Pellet50,FPBF01,60000453
60000454,10,ZF2,04/10/2024,500,34000030,COMFEED P BR Finisher Semi Pellet50,FPBF01,60000454
60000455,10,ZF2,04/10/2024,500,34000030,COMFEED P BR Finisher Semi Pellet50,FPBF01,60000455
60000456,10,ZF2,09/10/2024,100,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000456
60000456,20,ZF2,09/10/2024,100,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000456
60000456,30,ZF2,09/10/2024,100,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000456
60000456,40,ZF2,09/10/2024,100,34000118,BENEFEED C Deshi Finsher CRB50,FPDF01,60000456
60000456,50,ZF2,09/10/2024,100,34000066,COMFEED P Broiler Conc 10% Mash50,FPBF01,60000456
60000457,10,ZF2,09/10/2024,100,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000457
60000457,20,ZF2,09/10/2024,100,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000457
60000457,30,ZF2,09/10/2024,100,34000118,BENEFEED C Deshi Finsher CRB50,FPDF01,60000457
60000458,10,ZF2,10/10/2024,50000,34000040,ULTRAFEED P Brlr GP Grower CRB50,FPBF03,60000458
60000459,10,ZF2,10/14/2024,12000,34000076A,COMFEED P Layer Starter CRB50,FPLF01,60000459
60000461,10,ZF2,06/11/2024,500,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000461
60000462,10,ZF2,08/11/2024,50,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000462
60000462,20,ZF2,08/11/2024,50,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000462
60000462,30,ZF2,08/11/2024,50,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000462
60000462,40,ZF2,08/11/2024,50,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000462
60000462,50,ZF2,08/11/2024,50,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000462
60000462,60,ZF2,08/11/2024,50,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000462
60000462,70,ZF2,08/11/2024,50,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000462
60000462,80,ZF2,08/11/2024,50,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000462
60000463,10,ZF2,08/11/2024,50,34000009,COMFEED P Broiler Finsher Pellet50,FPBF01,60000463
60000463,20,ZF2,08/11/2024,50,34000010,COMFEED P Broiler Finsher CRB50,FPBF01,60000463
60000463,60,ZF2,08/11/2024,50,34000030,COMFEED P BR Finisher Semi Pellet50,FPBF01,60000463
60000464,10,ZF2,09/11/2024,2500,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000464
60000465,10,ZF2,11/11/2024,48,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000465
60000465,20,ZF2,11/11/2024,250,34000008,COMFEED P Broiler Starter CRB50,FPBF01,60000465
60000466,10,ZF2,11/11/2024,500,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000466
60000467,10,ZF2,10/30/2024,1050,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000467
60000470,10,ZF2,11/13/2024,500,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000470
60000471,10,ZF2,12/10/2024,500,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000471
60000472,10,ZF2,11/13/2024,250,34000130,ULTRAFEED S CALF STARTER PELLET 25 KG,FPCF01,60000472
60000472,20,ZF2,11/13/2024,500,34000131,ULTRAFEED S CALF GROWER PELLET 50 KG,FPCF01,60000472
60000472,30,ZF2,11/13/2024,500,34000132,ULTRAFEED S HEIFER FEED PELLET 50 KG,FPCF01,60000472
60000472,40,ZF2,11/13/2024,500,34000133,ULTRAFEED S TRANSITION FEED PELLET 50 KG,FPCF01,60000472
60000473,10,ZF2,11/14/2024,1000,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000473
60000473,11,ZF2,11/14/2024,1000,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000473
60000473,12,ZF2,11/14/2024,750,34000007,COMFEED P Broiler Pre-Starter CRB50,FPBF01,60000473
60000475,10,ZF2,11/19/2024,250,34000118,BENEFEED C Deshi Finsher CRB50,FPDF01,60000475
